frame,urdu,english,punjabi,punjabi_gur
Embedded,انہوں نے کہا کہ راجہ سے پنسل گر رہی ہے,they said that the king is accidentally dropping the pencil,اوہناں نے آکھیا کہ راجا توں پنسل ڈِگ رہی اے,ਉਹਨਾਂ ਨੇ ਆਖਿਆ ਕਿ ਰਾਜਾ ਤੋਂ ਪੈਨਸਿਲ ਡਿੱਗ ਰਹੀ ਏ
Embedded,یہ ثابت ہوا کہ علی سے چابیاں جل گئیں,it was proven that Ali accidentally burned the keys,ایہ ثابت ہویا کہ علی توں چابیاں سڑ گئیاں,ਇਹ ਸਾਬਤ ਹੋਇਆ ਕਿ ਅਲੀ ਤੋਂ ਚਾਬੀਆਂ ਸੜ ਗਈਆਂ
Embedded,ہمیں یقین ہے کہ طالبہ سے گڑیا جل گئی,we are sure that the student accidentally burned the doll,ساڈے نوں یقین اے کہ شاگرد توں گڈی سڑ گئی,ਸਾਡੇ ਨੂੰ ਯਕੀਨ ਏ ਕਿ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਸੜ ਗਈ
Embedded,مجھے معلوم ہے کہ ببلو سے دروازہ الٹ رہا ہے,I know that Bablu is accidentally flipping the door,مینوں پتہ اے کہ ببلو توں بوہا الٹ رہا اے,ਮੈਨੂੰ ਪਤਾ ਏ ਕਿ ਬਬਲੂ ਤੋਂ ਬੂਹਾ ਉਲਟ ਰਿਹਾ ਏ
Embedded,کسی نے کہا کہ استاد سے چابیاں گر گئیں,someone said that the teacher accidentally dropped the keys,کسی نے آکھیا کہ استاد توں چابیاں ڈِگ گئیاں,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਚਾਬੀਆਂ ਡਿੱਗ ਗਈਆਂ
Embedded,اس نے دعویٰ کیا کہ لڑکی سے کھلونے کھسک گئے,he claimed that the girl accidentally moved the toys,اوہ نے دعویٰ کیتا کہ کُڑی توں کھڈونے کھسک گئے,ਉਹ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ
Embedded,کسی نے کہا کہ علی سے گڑیاں گر گئیں,someone said that Ali accidentally dropped the dolls,کسی نے آکھیا کہ علی توں گڈیاں ڈِگ گئیاں,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਅਲੀ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ
Embedded,کسی نے کہا کہ استاد سے گڑیا کھسک گئی تھی,someone said that the teacher had accidentally moved the doll,کسی نے آکھیا کہ استاد توں گڈی کھسک گئی سی,ਕਿਸੇ ਨੇ ਆਖਿਆ ਕਿ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਗਈ ਸੀ
Conditional,اگر راجہ سے صراحیاں گر گئیں تو معاملہ خراب نہیں ہو گا,if the king accidentally dropped the pitchers then the matter will not get worse,جے راجا توں صراحیاں ڈِگ گئیاں تاں معاملہ خراب نئیں ہووے گا,ਜੇ ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਡਿੱਗ ਗਈਆਂ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر فاطمہ سے قلم جل گیا ہے تو گھر خالی نہیں ہو گا,if Fatima has accidentally burned the pen then the house will not be empty,جے فاطمہ توں قلم سڑ گیا اے تاں گھر خالی نئیں ہووے گا,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਏ ਤਾਂ ਘਰ ਖਾਲੀ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر علی سے گڑیاں جل گئیں تو ہم کامیاب نہیں ہوں گے,if Ali accidentally burned the dolls then we will not be successful,جے علی توں گڈیاں سڑ گئیاں تاں اساں کامیاب نئیں ہون گے,ਜੇ ਅਲੀ ਤੋਂ ਗੱਡੀਆਂ ਸੜ ਗਈਆਂ ਤਾਂ ਅਸੀਂ ਕਾਮਯਾਬ ਨਹੀਂ ਹੋਵਾਂਗੇ
Conditional,اگر موٹو سے گلدان جل گیا تھا تو سب خوش نہ ہوں,if Motu had accidentally burned the vase then everyone may get happy,جے موٹو توں گلدان سڑ گیا سی تاں سب خوش نہ ہون,ਜੇ ਮੋਟੂ ਤੋਂ ਗੁਲਦਾਨ ਸੜ ਗਿਆ ਸੀ ਤਾਂ ਸਭ ਖੁਸ਼ ਨਾ ਹੋਣ
Conditional,اگر لڑکی سے کپ ٹوٹ گیا تو گھر خالی نہیں ہو گا,if the girl accidentally broke the cup then the house will not be empty,جے کُڑی توں کپ ٹُٹ گیا تاں گھر خالی نئیں ہووے گا,ਜੇ ਕੁੜੀ ਤੋਂ ਕਪ ਟੁੱਟ ਗਿਆ ਤਾਂ ਘਰ ਖਾਲੀ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکے سے گڑیا جل جائے گی تو ہم کامیاب نہیں ہوں گے,if the boy will accidentally burn the doll then we will not be successful,جے منڈے توں گڈی سڑ جاوے گی تاں اساں کامیاب نئیں ہون گے,ਜੇ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਸੜ ਜਾਵੇਗੀ ਤਾਂ ਅਸੀਂ ਕਾਮਯਾਬ ਨਹੀਂ ਹੋਵਾਂਗੇ
Conditional,اگر موٹو سے کتابیں جل گئیں تو معاملہ خراب ہو جائے گا,if Motu accidentally burned the books then the matter will worsen,جے موٹو توں کتاباں سڑ گئیاں تاں معاملہ خراب ہو جاوے گا,ਜੇ ਮੋਟੂ ਤੋਂ ਕਿਤਾਬਾਂ ਸੜ ਗਈਆਂ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر استاد سے گاڑی کھسک رہی ہے تو سب خوش نہیں ہوں گے,if the teacher is accidentally moving the car then everyone will not be happy,جے استاد توں گڈّی کھسک رہی اے تاں سب خوش نئیں ہون گے,ਜੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਰਹੀ ਏ ਤਾਂ ਸਭ ਖੁਸ਼ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر استاد سے گاڑی ٹوٹ گئی ہے تو مسئلہ ہو جائے گا,if the teacher has accidentally broke the car then there will be a problem,جے استاد توں گڈّی ٹُٹ گئی اے تاں مسئلہ ہو جاوے گا,ਜੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ ਏ ਤਾਂ ਮਸਲਾ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر ثنا سے کھلونا گر گیا تھا تو سب خوش نہیں ہوں گے,if Sana had accidentally dropped the toy then everyone will not be happy,جے ثنا توں کھڈونا ڈِگ گیا سی تاں سب خوش نئیں ہون گے,ਜੇ ਸਨਾ ਤੋਂ ਖਿਡੌਣਾ ਡਿੱਗ ਗਿਆ ਸੀ ਤਾਂ ਸਭ ਖੁਸ਼ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر ثنا سے گڑیاں کھسک گئیں تو وہ ناکام نہیں ہو گا,if Sana accidentally moved the dolls then he might fail,جے ثنا توں گڈیاں کھسک گئیاں تاں اوہ ناکام نئیں ہووے گا,ਜੇ ਸਨਾ ਤੋਂ ਗੱਡੀਆਂ ਖਸਕ ਗਈਆਂ ਤਾਂ ਉਹ ਨਾਕਾਮ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر راجہ سے گڑیاں ٹوٹ گئیں تو ہم کامیاب ہو جائیں گے,if the king accidentally broke the dolls then we will succeed,جے راجا توں گڈیاں ٹُٹ گئیاں تاں اساں کامیاب ہو جان گے,ਜੇ ਰਾਜਾ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ ਤਾਂ ਅਸੀਂ ਕਾਮਯਾਬ ਹੋ ਜਾਵਾਂਗੇ
Conditional,اگر لڑکے سے دروازے جل گئے تو معاملہ خراب نہیں ہو گا,if the boy accidentally burned the doors then the matter will not get worse,جے منڈے توں بوہے سڑ گئے تاں معاملہ خراب نئیں ہووے گا,ਜੇ ਮੁੰਡੇ ਤੋਂ ਬੂਹੇ ਸੜ ਗਏ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے کھلونے جل گئے تو کام مکمل نہ ہو گا,if the girl accidentally burned the toys then the work might be completed,جے کُڑی توں کھڈونے سڑ گئے تاں کم مکمل نہ ہووے گا,ਜੇ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے گڑیاں ٹوٹ گئیں تو کلاس منسوخ ہو جائے گی,if the girl accidentally broke the dolls then the class will be canceled,جے کُڑی توں گڈیاں ٹُٹ گئیاں تاں کلاس منسوخ ہو جاوے گی,ਜੇ ਕੁੜੀ ਤੋਂ ਗੱਡੀਆਂ ਟੁੱਟ ਗਈਆਂ ਤਾਂ ਕਲਾਸ ਮਨਸੂਖ ਹੋ ਜਾਵੇਗੀ
Conditional,اگر استاد سے گڑیاں گر گئیں تو سب پریشان نہ ہوں,if the teacher accidentally dropped the dolls then everyone will not be worried,جے استاد توں گڈیاں ڈِگ گئیاں تاں سب پریشان نہ ہون,ਜੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਨਾ ਹੋਣ
Conditional,اگر راجہ سے کھلونے جل گئے تو کلاس منسوخ ہو جائے گی,if the king accidentally burned the toys then the class will be canceled,جے راجا توں کھڈونے سڑ گئے تاں کلاس منسوخ ہو جاوے گی,ਜੇ ਰਾਜਾ ਤੋਂ ਖਿਡੌਣੇ ਸੜ ਗਏ ਤਾਂ ਕਲਾਸ ਮਨਸੂਖ ਹੋ ਜਾਵੇਗੀ
Conditional,اگر احمد سے چابیاں جل گئیں تو کام مکمل ہو جائے گا,if Ahmed accidentally burned the keys then the work will be completed,جے احمد توں چابیاں سڑ گئیاں تاں کم مکمل ہو جاوے گا,ਜੇ ਅਹਮਦ ਤੋਂ ਚਾਬੀਆਂ ਸੜ ਗਈਆਂ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر لڑکی سے گاڑی گر جائے گی تو کام مکمل نہ ہو گا,if the girl will accidentally drop the car then the work might be completed,جے کُڑی توں گڈّی ڈِگ جاوے گی تاں کم مکمل نہ ہووے گا,ਜੇ ਕੁੜੀ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਜਾਵੇਗੀ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر ثنا سے گلدان جل گیا تو کلاس منسوخ نہیں ہو گی,if Sana accidentally burned the vase then the class will not be canceled,جے ثنا توں گلدان سڑ گیا تاں کلاس منسوخ نئیں ہووے گی,ਜੇ ਸਨਾ ਤੋਂ ਗੁਲਦਾਨ ਸੜ ਗਿਆ ਤਾਂ ਕਲਾਸ ਮਨਸੂਖ ਨਹੀਂ ਹੋਵੇਗੀ
Conditional,اگر ثنا سے دروازے ٹوٹ گئے تو سب پریشان نہ ہوں,if Sana accidentally broke the doors then everyone will not be worried,جے ثنا توں بوہے ٹُٹ گئے تاں سب پریشان نہ ہون,ਜੇ ਸਨਾ ਤੋਂ ਬੂਹੇ ਟੁੱਟ ਗਏ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਨਾ ਹੋਣ
Conditional,اگر ثنا سے چابی کھسک رہی ہے تو جھگڑا ہو جائے گا,if Sana is accidentally moving the key then there will be a fight,جے ثنا توں کنجی کھسک رہی اے تاں جھگڑا ہو جاوے گا,ਜੇ ਸਨਾ ਤੋਂ ਕੁੰਜੀ ਖਸਕ ਰਹੀ ਏ ਤਾਂ ਝਗੜਾ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر ثنا سے کتابیں الٹ گئیں تو سب خوش ہوں گے,if Sana accidentally flipped the books then everyone will be happy,جے ثنا توں کتاباں الٹ گئیاں تاں سب خوش ہون گے,ਜੇ ਸਨਾ ਤੋਂ ਕਿਤਾਬਾਂ ਉਲਟ ਗਈਆਂ ਤਾਂ ਸਭ ਖੁਸ਼ ਹੋਣਗੇ
Conditional,اگر استاد سے گاڑی کھسک گئی تو معاملہ خراب نہ ہو جائے,if the teacher accidentally moved the car then the matter might worsen,جے استاد توں گڈّی کھسک گئی تاں معاملہ خراب نہ ہو جاوے,ਜੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਗਈ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر احمد سے گلدان گر گیا تھا تو وہ ناراض ہو جائے گا,if Ahmed had accidentally dropped the vase then he will get upset,جے احمد توں گلدان ڈِگ گیا سی تاں اوہ ناراض ہو جاوے گا,ਜੇ ਅਹਮਦ ਤੋਂ ਗੁਲਦਾਨ ਡਿੱਗ ਗਿਆ ਸੀ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر لڑکی سے چابی ٹوٹ گئی ہے تو کام مکمل ہو جائے گا,if the girl has accidentally broke the key then the work will be completed,جے کُڑی توں کنجی ٹُٹ گئی اے تاں کم مکمل ہو جاوے گا,ਜੇ ਕੁੜੀ ਤੋਂ ਕੁੰਜੀ ਟੁੱਟ ਗਈ ਏ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر ببلو سے دروازہ گر گیا ہے تو جھگڑا ہو جائے گا,if Bablu has accidentally dropped the door then there will be a fight,جے ببلو توں بوہا ڈِگ گیا اے تاں جھگڑا ہو جاوے گا,ਜੇ ਬਬਲੂ ਤੋਂ ਬੂਹਾ ਡਿੱਗ ਗਿਆ ਏ ਤਾਂ ਝਗੜਾ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر موٹو سے گاڑیاں گر گئیں تو سب پریشان نہیں ہوں گے,if Motu accidentally dropped the cars then everyone will not be upset,جے موٹو توں گڈیاں ڈِگ گئیاں تاں سب پریشان نئیں ہون گے,ਜੇ ਮੋਟੂ ਤੋਂ ਗੱਡੀਆਂ ਡਿੱਗ ਗਈਆਂ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر استاد سے گڑیا کھسک گئی ہے تو وہ ناراض نہیں ہو گا,if the teacher has accidentally moved the doll then he will not be upset,جے استاد توں گڈی کھسک گئی اے تاں اوہ ناراض نئیں ہووے گا,ਜੇ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਗਈ ਏ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر استاد سے قلم کھسک گیا تھا تو معاملہ خراب نہ ہو جائے,if the teacher had accidentally moved the pen then the matter might worsen,جے استاد توں قلم کھسک گیا سی تاں معاملہ خراب نہ ہو جاوے,ਜੇ ਉਸਤਾਦ ਤੋਂ ਕਲਮ ਖਸਕ ਗਿਆ ਸੀ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر ببلو سے کھلونا جل گیا ہے تو کام مکمل نہ ہو گا,if Bablu has accidentally burned the toy then the work might be completed,جے ببلو توں کھڈونا سڑ گیا اے تاں کم مکمل نہ ہووے گا,ਜੇ ਬਬਲੂ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਗਿਆ ਏ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے کتابیں الٹ گئیں تو وہ ناراض ہو جائے گا,if the girl accidentally flipped the books then he will get upset,جے کُڑی توں کتاباں الٹ گئیاں تاں اوہ ناراض ہو جاوے گا,ਜੇ ਕੁੜੀ ਤੋਂ ਕਿਤਾਬਾਂ ਉਲਟ ਗਈਆਂ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر فاطمہ سے گلدان کھسک رہا ہے تو کام مکمل نہیں ہو گا,if Fatima is accidentally moving the vase then the work will not be completed,جے فاطمہ توں گلدان کھسک رہا اے تاں کم مکمل نئیں ہووے گا,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਗੁਲਦਾਨ ਖਸਕ ਰਿਹਾ ਏ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے قلم جل گئے تو سب پریشان نہیں ہوں گے,if the girl accidentally burned the pen then everyone will not be upset,جے کُڑی توں قلم سڑ گئے تاں سب پریشان نئیں ہون گے,ਜੇ ਕੁੜੀ ਤੋਂ ਕਲਮ ਸੜ ਗਏ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر لڑکے سے کھلونے کھسک گئے تو گھر خالی نہیں ہو گا,if the boy accidentally moved the toys then the house will not be empty,جے منڈے توں کھڈونے کھسک گئے تاں گھر خالی نئیں ہووے گا,ਜੇ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣੇ ਖਸਕ ਗਏ ਤਾਂ ਘਰ ਖਾਲੀ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر علی سے کپ کھسک گیا ہے تو کام مکمل ہو جائے گا,if Ali has accidentally moved the cup then the work will be completed,جے علی توں کپ کھسک گیا اے تاں کم مکمل ہو جاوے گا,ਜੇ ਅਲੀ ਤੋਂ ਕਪ ਖਸਕ ਗਿਆ ਏ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر فاطمہ سے قلم جل گیا تو معاملہ خراب نہ ہو جائے,if Fatima accidentally burned the pen then the matter might worsen,جے فاطمہ توں قلم سڑ گیا تاں معاملہ خراب نہ ہو جاوے,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر لڑکے سے قلم جل گیا ہے تو وہ ناراض نہیں ہو گا,if the boy has accidentally burned the pen then he will not be upset,جے منڈے توں قلم سڑ گیا اے تاں اوہ ناراض نئیں ہووے گا,ਜੇ ਮੁੰਡੇ ਤੋਂ ਕਲਮ ਸੜ ਗਿਆ ਏ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے موبائل کھسک جائے گا تو ہم کامیاب نہیں ہوں گے,if the girl will accidentally move the phone then we will not be successful,جے کُڑی توں موبائل کھسک جاوے گا تاں اساں کامیاب نئیں ہون گے,ਜੇ ਕੁੜੀ ਤੋਂ ਮੋਬਾਈਲ ਖਸਕ ਜਾਵੇਗਾ ਤਾਂ ਅਸੀਂ ਕਾਮਯਾਬ ਨਹੀਂ ਹੋਵਾਂਗੇ
Conditional,اگر لڑکے سے گاڑی ٹوٹ جائے گی تو وہ ناراض ہو جائے گا,if the boy will accidentally break the car then he will get upset,جے منڈے توں گڈّی ٹُٹ جاوے گی تاں اوہ ناراض ہو جاوے گا,ਜੇ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਜਾਵੇਗੀ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر فاطمہ سے صراحیاں الٹ گئیں تو مسئلہ ہو جائے گا,if Fatima accidentally flipped the pitchers then there will be a problem,جے فاطمہ توں صراحیاں الٹ گئیاں تاں مسئلہ ہو جاوے گا,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਉਲਟ ਗਈਆਂ ਤਾਂ ਮਸਲਾ ਹੋ ਜਾਵੇਗਾ
Conditional,اگر راجہ سے کھلونا کھسک رہا ہے تو جھگڑا نہیں ہو گا,if the king is accidentally moving the toy then there will not be a fight,جے راجا توں کھڈونا کھسک رہا اے تاں جھگڑا نئیں ہووے گا,ਜੇ ਰਾਜਾ ਤੋਂ ਖਿਡੌਣਾ ਖਸਕ ਰਿਹਾ ਏ ਤਾਂ ਝਗੜਾ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر لڑکی سے کھلونے ٹوٹ گئے تو معاملہ خراب نہ ہو جائے,if the girl accidentally broke the toys then the matter might worsen,جے کُڑی توں کھڈونے ٹُٹ گئے تاں معاملہ خراب نہ ہو جاوے,ਜੇ ਕੁੜੀ ਤੋਂ ਖਿਡੌਣੇ ਟੁੱਟ ਗਏ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر فاطمہ سے کتاب الٹ گئی تو معاملہ خراب نہ ہو جائے,if Fatima accidentally flipped the book then the matter might worsen,جے فاطمہ توں کتاب الٹ گئی تاں معاملہ خراب نہ ہو جاوے,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬ ਉਲਟ ਗਈ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر احمد سے گاڑی ٹوٹ گئی ہے تو سب پریشان ہو جائیں گے,if Ahmed has accidentally broke the car then everyone will become worried,جے احمد توں گڈّی ٹُٹ گئی اے تاں سب پریشان ہو جان گے,ਜੇ ਅਹਮਦ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ ਏ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਹੋ ਜਾਣਗੇ
Conditional,اگر لڑکی سے کپ الٹ رہا ہے تو ہم کامیاب ہو جائیں گے,if the girl is accidentally flipping the cup then we will succeed,جے کُڑی توں کپ الٹ رہا اے تاں اساں کامیاب ہو جان گے,ਜੇ ਕੁੜੀ ਤੋਂ ਕਪ ਉਲਟ ਰਿਹਾ ਏ ਤਾਂ ਅਸੀਂ ਕਾਮਯਾਬ ਹੋ ਜਾਣਗੇ
Conditional,اگر راجہ سے چابیاں الٹ گئیں تو کام مکمل نہ ہو گا,if the king accidentally flipped the keys then the work might be completed,جے راجا توں چابیاں الٹ گئیاں تاں کم مکمل نہ ہووے گا,ਜੇ ਰਾਜਾ ਤੋਂ ਚਾਬੀਆਂ ਉਲਟ ਗਈਆਂ ਤਾਂ ਕੰਮ ਮੁਕੰਮਲ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر طالبہ سے صراحیاں کھسک گئیں تو سب خوش نہیں ہوں گے,if the student accidentally moved the pitchers then everyone will not be happy,جے شاگرد توں صراحیاں کھسک گئیاں تاں سب خوش نئیں ہون گے,ਜੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਸੁਰਾਹੀਆਂ ਖਸਕ ਗਈਆਂ ਤਾਂ ਸਭ ਖੁਸ਼ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر راجہ سے گاڑی الٹ گئی تو سب پریشان ہو جائیں گے,if the king accidentally flipped the car then everyone will become worried,جے راجا توں گڈّی الٹ گئی تاں سب پریشان ہو جان گے,ਜੇ ਰਾਜਾ ਤੋਂ ਗੱਡੀ ਉਲਟ ਗਈ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਹੋ ਜਾਣਗੇ
Conditional,اگر لڑکی سے قلم کھسک گئے تو سب پریشان ہو جائیں گے,if the girl accidentally moved the pen then everyone will become worried,جے کُڑی توں قلم کھسک گئے تاں سب پریشان ہو جان گے,ਜੇ ਕੁੜੀ ਤੋਂ ਕਲਮ ਖਸਕ ਗਏ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਹੋ ਜਾਣਗੇ
Conditional,اگر طالبہ سے گاڑی کھسک رہی ہے تو گھر خالی نہ ہو گا,if the student is accidentally moving the car then the house will not be empty,جے شاگرد توں گڈّی کھسک رہی اے تاں گھر خالی نہ ہووے گا,ਜੇ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਖਸਕ ਰਹੀ ਏ ਤਾਂ ਘਰ ਖਾਲੀ ਨਾ ਹੋਵੇਗਾ
Conditional,اگر لڑکے سے گاڑی جل گئی تو کلاس منسوخ نہیں ہو گی,if the boy accidentally burned the car then the class will not be canceled,جے منڈے توں گڈّی سڑ گئی تاں کلاس منسوخ نئیں ہووے گی,ਜੇ ਮੁੰਡੇ ਤੋਂ ਗੱਡੀ ਸੜ ਗਈ ਤਾਂ ਕਲਾਸ ਮਨਸੂਖ ਨਹੀਂ ਹੋਵੇਗੀ
Conditional,اگر ثنا سے پنسل ٹوٹ گئی تو سب پریشان نہیں ہوں گے,if Sana accidentally broke the pencil then everyone will not be upset,جے ثنا توں پنسل ٹُٹ گئی تاں سب پریشان نئیں ہون گے,ਜੇ ਸਨਾ ਤੋਂ ਪੈਨਸਿਲ ਟੁੱਟ ਗਈ ਤਾਂ ਸਭ ਪਰੇਸ਼ਾਨ ਨਹੀਂ ਹੋਣਗੇ
Conditional,اگر استاد سے دروازے گر گئے تو سب خوش نہ ہوں,if the teacher accidentally dropped the doors then everyone may get happy,جے استاد توں بوہے ڈِگ گئے تاں سب خوش نہ ہون,ਜੇ ਉਸਤਾਦ ਤੋਂ ਬੂਹੇ ਡਿੱਗ ਗਏ ਤਾਂ ਸਭ ਖੁਸ਼ ਨਾ ਹੋਣ
Conditional,اگر ببلو سے کپ گر گیا تو کلاس منسوخ نہیں ہو گی,if Bablu accidentally dropped the cup then the class will not be canceled,جے ببلو توں کپ ڈِگ گیا تاں کلاس منسوخ نئیں ہووے گی,ਜੇ ਬਬਲੂ ਤੋਂ ਕਪ ਡਿੱਗ ਗਿਆ ਤਾਂ ਕਲਾਸ ਮਨਸੂਖ ਨਹੀਂ ਹੋਵੇਗੀ
Conditional,اگر فاطمہ سے صراحیاں کھسک گئیں تو مسئلہ نہ ہو جائے,if Fatima accidentally moved the pitchers then the matter might get worse,جے فاطمہ توں صراحیاں کھسک گئیاں تاں مسئلہ نہ ہو جاوے,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਸੁਰਾਹੀਆਂ ਖਸਕ ਗਈਆਂ ਤਾਂ ਮਸਲਾ ਨਾ ਹੋ ਜਾਵੇ
Conditional,اگر فاطمہ سے کھلونا الٹ گیا تھا تو معاملہ خراب نہیں ہو گا,if Fatima had accidentally flipped the toy then the matter will not get worse,جے فاطمہ توں کھڈونا الٹ گیا سی تاں معاملہ خراب نئیں ہووے گا,ਜੇ ਫਾਤਿਮਾ ਤੋਂ ਖਿਡੌਣਾ ਉਲਟ ਗਿਆ ਸੀ ਤਾਂ ਮਾਮਲਾ ਖਰਾਬ ਨਹੀਂ ਹੋਵੇਗਾ
Conditional,اگر رانی سے کپ الٹ گیا تو وہ ناراض ہو جائے گا,if the queen accidentally flipped the cup then he will get upset,جے رانی توں کپ الٹ گیا تاں اوہ ناراض ہو جاوے گا,ਜੇ ਰਾਨੀ ਤੋਂ ਕਪ ਉਲਟ ਗਿਆ ਤਾਂ ਉਹ ਨਾਰਾਜ਼ ਹੋ ਜਾਵੇਗਾ
